loc,cases,deaths,month
96,Cases,4,9
97,Cases,3,7
97,Cases,1,5
97,Cases,7,10
97,Cases,1,4
97,Cases,0,3
97,Cases,1,6
97,Cases,12,9
97,Cases,5,8
97,Cases,1,12
97,Cases,5,1
97,Cases,4,11
97,Cases,1,2
98,Cases,531,10
98,Cases,51,11
98,Cases,11,2
98,Cases,31,7
98,Cases,466,9
98,Cases,21,1
98,Cases,53,8
98,Cases,13,12
98,Cases,6,5
98,Cases,12,6
98,Cases,5,3
98,Cases,8,4
99,Cases,0,9
99,Cases,0,3
99,Cases,1,4
99,Cases,0,5
99,Cases,1,8
99,Cases,2,1
99,Cases,0,6
99,Cases,4,10
99,Cases,1,12
99,Cases,1,11
99,Cases,0,2
99,Cases,1,7
100,Cases,39,9
100,Cases,19,12
100,Cases,3,5
100,Cases,29,8
100,Cases,11,2
100,Cases,6,4
100,Cases,18,3
100,Cases,4,6
100,Cases,17,1
100,Cases,29,10
100,Cases,22,7
100,Cases,19,11
101,Cases,0,11
101,Cases,0,4
101,Cases,1,10
101,Cases,0,6
101,Cases,0,3
101,Cases,0,2
101,Cases,6,8
101,Cases,3,9
101,Cases,0,5
101,Cases,1,1
101,Cases,0,12
101,Cases,2,7
102,Cases,1,6
102,Cases,13,10
102,Cases,0,1
102,Cases,15,9
102,Cases,2,2
102,Cases,1,3
102,Cases,0,4
102,Cases,3,12
102,Cases,4,8
102,Cases,3,11
102,Cases,3,7
102,Cases,1,5
103,Cases,0,3
103,Cases,0,4
103,Cases,0,8
103,Cases,0,7
103,Cases,28,10
103,Cases,0,2
103,Cases,0,12
103,Cases,0,6
103,Cases,1,11
103,Cases,33,9
103,Cases,0,1
103,Cases,0,5
104,Cases,1,12
104,Cases,0,11
104,Cases,0,5
104,Cases,0,3
104,Cases,1,7
104,Cases,0,6
104,Cases,3,10
104,Cases,3,1
104,Cases,4,8
104,Cases,0,2
104,Cases,3,9
104,Cases,0,4
105,Cases,3,8
105,Cases,173,10
105,Cases,149,9
105,Cases,3,7
105,Cases,5,1
105,Cases,2,2
105,Cases,2,6
105,Cases,4,12
105,Cases,4,3
105,Cases,0,4
105,Cases,0,5
105,Cases,4,11
106,Cases,0,4
106,Cases,16,10
106,Cases,0,2
106,Cases,1,8
106,Cases,1,5
106,Cases,0,11
106,Cases,2,7
106,Cases,12,9
106,Cases,2,12
106,Cases,0,6
106,Cases,0,3
106,Cases,0,1
107,Cases,3,9
107,Cases,2,8
107,Cases,0,10
107,Cases,3,7
107,Cases,1,4
107,Cases,1,5
107,Cases,3,11
107,Cases,2,3
107,Cases,3,12
107,Cases,3,2
107,Cases,2,6
107,Cases,0,1
108,Cases,9,1
108,Cases,6,3
108,Cases,4,8
108,Cases,10,12
108,Cases,415,10
108,Cases,12,7
108,Cases,9,4
108,Cases,5,2
108,Cases,13,11
108,Cases,10,6
108,Cases,6,5
108,Cases,356,9
109,Cases,2,7
109,Cases,12,9
109,Cases,22,10
109,Cases,2,6
109,Cases,1,12
109,Cases,1,1
109,Cases,1,8
109,Cases,2,2
109,Cases,4,11
109,Cases,1,3
109,Cases,2,5
109,Cases,1,4
110,Cases,4,8
110,Cases,4,3
110,Cases,6,6
110,Cases,1,1
110,Cases,0,4
110,Cases,3,7
110,Cases,3,5
110,Cases,1,12
110,Cases,2,11
110,Cases,55,10
110,Cases,51,9
110,Cases,1,2
111,Cases,1,7
111,Cases,3,4
111,Cases,1,12
111,Cases,1,1
111,Cases,8,10
111,Cases,0,5
